ds,ndc,drug_name,category,y,source,population,weight,yhat
2025-05-12,57237013101,Furosemide 40mg,chronic,61.0,synthetic,5000,0.5,38.3
2025-05-19,57237013101,Furosemide 40mg,chronic,64.0,synthetic,5000,0.5,41.8
2025-05-26,57237013101,Furosemide 40mg,chronic,61.0,synthetic,5000,0.5,51.5
2025-06-02,57237013101,Furosemide 40mg,chronic,41.0,synthetic,5000,0.5,43.8
2025-06-09,57237013101,Furosemide 40mg,chronic,55.0,synthetic,5000,0.5,43.4
2025-06-16,57237013101,Furosemide 40mg,chronic,66.0,synthetic,5000,0.5,48.7
2025-06-23,57237013101,Furosemide 40mg,chronic,55.0,synthetic,5000,0.5,43.8
2025-06-30,57237013101,Furosemide 40mg,chronic,60.0,synthetic,5000,0.5,43.9
2025-01-06,57237014101,Carvedilol 6.25mg,chronic,58.0,synthetic,5000,0.5,52.8
2025-01-13,57237014101,Carvedilol 6.25mg,chronic,42.0,synthetic,5000,0.5,2.4
2025-01-20,57237014101,Carvedilol 6.25mg,chronic,45.0,synthetic,5000,0.5,55.1
2025-01-27,57237014101,Carvedilol 6.25mg,chronic,49.0,synthetic,5000,0.5,33.9
2025-02-03,57237014101,Carvedilol 6.25mg,chronic,43.0,synthetic,5000,0.5,13.8
2025-02-10,57237014101,Carvedilol 6.25mg,chronic,73.0,synthetic,5000,0.5,50.7
2025-02-17,57237014101,Carvedilol 6.25mg,chronic,66.0,synthetic,5000,0.5,34.3
2025-02-24,57237014101,Carvedilol 6.25mg,chronic,51.0,synthetic,5000,0.5,18.1
2025-03-03,57237014101,Carvedilol 6.25mg,chronic,44.0,synthetic,5000,0.5,41.4
2025-03-10,57237014101,Carvedilol 6.25mg,chronic,46.0,synthetic,5000,0.5,30.1
2025-03-17,57237014101,Carvedilol 6.25mg,chronic,53.0,synthetic,5000,0.5,32.2
2025-03-24,57237014101,Carvedilol 6.25mg,chronic,44.0,synthetic,5000,0.5,34.3
2025-03-31,57237014101,Carvedilol 6.25mg,chronic,55.0,synthetic,5000,0.5,28.6
2025-04-07,57237014101,Carvedilol 6.25mg,chronic,45.0,synthetic,5000,0.5,37.0
2025-04-14,57237014101,Carvedilol 6.25mg,chronic,62.0,synthetic,5000,0.5,33.9
2025-04-21,57237014101,Carvedilol 6.25mg,chronic,55.0,synthetic,5000,0.5,33.1
2025-04-28,57237014101,Carvedilol 6.25mg,chronic,64.0,synthetic,5000,0.5,33.5
2025-05-05,57237014101,Carvedilol 6.25mg,chronic,45.0,synthetic,5000,0.5,34.9
2025-05-12,57237014101,Carvedilol 6.25mg,chronic,41.0,synthetic,5000,0.5,37.2
2025-05-19,57237014101,Carvedilol 6.25mg,chronic,53.0,synthetic,5000,0.5,33.2
2025-05-26,57237014101,Carvedilol 6.25mg,chronic,66.0,synthetic,5000,0.5,32.9
2025-06-02,57237014101,Carvedilol 6.25mg,chronic,43.0,synthetic,5000,0.5,35.5
2025-06-09,57237014101,Carvedilol 6.25mg,chronic,50.0,synthetic,5000,0.5,34.0
2025-06-16,57237014101,Carvedilol 6.25mg,chronic,67.0,synthetic,5000,0.5,35.3
2025-06-23,57237014101,Carvedilol 6.25mg,chronic,54.0,synthetic,5000,0.5,33.7
2025-06-30,57237014101,Carvedilol 6.25mg,chronic,55.0,synthetic,5000,0.5,33.1
2025-01-06,57237015101,Pantoprazole 40mg,chronic,68.0,synthetic,5000,0.5,85.3
2025-01-13,57237015101,Pantoprazole 40mg,chronic,64.0,synthetic,5000,0.5,62.2
2025-01-20,57237015101,Pantoprazole 40mg,chronic,90.0,synthetic,5000,0.5,79.3
2025-01-27,57237015101,Pantoprazole 40mg,chronic,79.0,synthetic,5000,0.5,70.7
2025-02-03,57237015101,Pantoprazole 40mg,chronic,66.0,synthetic,5000,0.5,71.8
2025-02-10,57237015101,Pantoprazole 40mg,chronic,70.0,synthetic,5000,0.5,71.2
2025-02-17,57237015101,Pantoprazole 40mg,chronic,77.0,synthetic,5000,0.5,65.7
2025-02-24,57237015101,Pantoprazole 40mg,chronic,55.0,synthetic,5000,0.5,70.8
2025-03-03,57237015101,Pantoprazole 40mg,chronic,75.0,synthetic,5000,0.5,71.3
2025-03-10,57237015101,Pantoprazole 40mg,chronic,83.0,synthetic,5000,0.5,66.3
2025-03-17,57237015101,Pantoprazole 40mg,chronic,70.0,synthetic,5000,0.5,74.2
2025-03-24,57237015101,Pantoprazole 40mg,chronic,66.0,synthetic,5000,0.5,67.2
2025-03-31,57237015101,Pantoprazole 40mg,chronic,92.0,synthetic,5000,0.5,69.1
2025-04-07,57237015101,Pantoprazole 40mg,chronic,62.0,synthetic,5000,0.5,74.7
2025-04-14,57237015101,Pantoprazole 40mg,chronic,83.0,synthetic,5000,0.5,66.4
2025-04-21,57237015101,Pantoprazole 40mg,chronic,82.0,synthetic,5000,0.5,78.1
2025-04-28,57237015101,Pantoprazole 40mg,chronic,83.0,synthetic,5000,0.5,68.3
2025-05-05,57237015101,Pantoprazole 40mg,chronic,64.0,synthetic,5000,0.5,70.7
2025-05-12,57237015101,Pantoprazole 40mg,chronic,78.0,synthetic,5000,0.5,75.0
2025-05-19,57237015101,Pantoprazole 40mg,chronic,80.0,synthetic,5000,0.5,66.5
2025-05-26,57237015101,Pantoprazole 40mg,chronic,71.0,synthetic,5000,0.5,76.0
2025-06-02,57237015101,Pantoprazole 40mg,chronic,84.0,synthetic,5000,0.5,68.4
2025-06-09,57237015101,Pantoprazole 40mg,chronic,79.0,synthetic,5000,0.5,69.1
2025-06-16,57237015101,Pantoprazole 40mg,chronic,69.0,synthetic,5000,0.5,72.2
2025-06-23,57237015101,Pantoprazole 40mg,chronic,60.0,synthetic,5000,0.5,65.8
2025-06-30,57237015101,Pantoprazole 40mg,chronic,88.0,synthetic,5000,0.5,74.5
2025-01-06,57237016101,Montelukast 10mg,chronic,45.0,synthetic,5000,0.5,49.0
2025-01-13,57237016101,Montelukast 10mg,chronic,57.0,synthetic,5000,0.5,33.7
2025-01-20,57237016101,Montelukast 10mg,chronic,43.0,synthetic,5000,0.5,43.0
2025-01-27,57237016101,Montelukast 10mg,chronic,48.0,synthetic,5000,0.5,44.3
2025-02-03,57237016101,Montelukast 10mg,chronic,54.0,synthetic,5000,0.5,45.8
2025-02-10,57237016101,Montelukast 10mg,chronic,54.0,synthetic,5000,0.5,34.2
2025-02-17,57237016101,Montelukast 10mg,chronic,43.0,synthetic,5000,0.5,37.6
2025-02-24,57237016101,Montelukast 10mg,chronic,68.0,synthetic,5000,0.5,42.9
2025-03-03,57237016101,Montelukast 10mg,chronic,50.0,synthetic,5000,0.5,42.6
2025-03-10,57237016101,Montelukast 10mg,chronic,70.0,synthetic,5000,0.5,41.0
2025-03-17,57237016101,Montelukast 10mg,chronic,56.0,synthetic,5000,0.5,37.9
2025-03-24,57237016101,Montelukast 10mg,chronic,55.0,synthetic,5000,0.5,43.1
2025-03-31,57237016101,Montelukast 10mg,chronic,87.0,synthetic,5000,0.5,42.5
2025-04-07,57237016101,Montelukast 10mg,chronic,107.0,synthetic,5000,0.5,43.9
2025-04-14,57237016101,Montelukast 10mg,chronic,98.0,synthetic,5000,0.5,38.2
2025-04-21,57237016101,Montelukast 10mg,chronic,99.0,synthetic,5000,0.5,39.2
2025-04-28,57237016101,Montelukast 10mg,chronic,101.0,synthetic,5000,0.5,38.9
2025-05-05,57237016101,Montelukast 10mg,chronic,101.0,synthetic,5000,0.5,46.1
2025-05-12,57237016101,Montelukast 10mg,chronic,100.0,synthetic,5000,0.5,42.2
2025-05-19,57237016101,Montelukast 10mg,chronic,95.0,synthetic,5000,0.5,43.7
2025-05-26,57237016101,Montelukast 10mg,chronic,103.0,synthetic,5000,0.5,41.5
2025-06-02,57237016101,Montelukast 10mg,chronic,96.0,synthetic,5000,0.5,43.9
2025-06-09,57237016101,Montelukast 10mg,chronic,82.0,synthetic,5000,0.5,40.6
2025-06-16,57237016101,Montelukast 10mg,chronic,102.0,synthetic,5000,0.5,34.7
2025-06-23,57237016101,Montelukast 10mg,chronic,92.0,synthetic,5000,0.5,34.5
2025-06-30,57237016101,Montelukast 10mg,chronic,63.0,synthetic,5000,0.5,40.6
2025-01-06,57237017101,Glipizide 5mg,chronic,42.0,synthetic,5000,0.5,55.8
2025-01-13,57237017101,Glipizide 5mg,chronic,58.0,synthetic,5000,0.5,48.9
2025-01-20,57237017101,Glipizide 5mg,chronic,45.0,synthetic,5000,0.5,52.7
2025-01-27,57237017101,Glipizide 5mg,chronic,51.0,synthetic,5000,0.5,55.7
2025-02-03,57237017101,Glipizide 5mg,chronic,55.0,synthetic,5000,0.5,47.2
2025-02-10,57237017101,Glipizide 5mg,chronic,53.0,synthetic,5000,0.5,51.0
2025-02-17,57237017101,Glipizide 5mg,chronic,50.0,synthetic,5000,0.5,54.0
2025-02-24,57237017101,Glipizide 5mg,chronic,53.0,synthetic,5000,0.5,48.6
2025-03-03,57237017101,Glipizide 5mg,chronic,43.0,synthetic,5000,0.5,47.8
2025-03-10,57237017101,Glipizide 5mg,chronic,68.0,synthetic,5000,0.5,46.6
2025-03-17,57237017101,Glipizide 5mg,chronic,49.0,synthetic,5000,0.5,52.9
2025-03-24,57237017101,Glipizide 5mg,chronic,46.0,synthetic,5000,0.5,48.5
2025-03-31,57237017101,Glipizide 5mg,chronic,55.0,synthetic,5000,0.5,48.7
2025-04-07,57237017101,Glipizide 5mg,chronic,49.0,synthetic,5000,0.5,51.0
2025-04-14,57237017101,Glipizide 5mg,chronic,51.0,synthetic,5000,0.5,48.4
2025-04-21,57237017101,Glipizide 5mg,chronic,60.0,synthetic,5000,0.5,52.0
2025-04-28,57237017101,Glipizide 5mg,chronic,65.0,synthetic,5000,0.5,50.3
2025-05-05,57237017101,Glipizide 5mg,chronic,39.0,synthetic,5000,0.5,53.0
2025-05-12,57237017101,Glipizide 5mg,chronic,52.0,synthetic,5000,0.5,51.5
2025-05-19,57237017101,Glipizide 5mg,chronic,50.0,synthetic,5000,0.5,50.0
2025-05-26,57237017101,Glipizide 5mg,chronic,43.0,synthetic,5000,0.5,51.7
2025-06-02,57237017101,Glipizide 5mg,chronic,61.0,synthetic,5000,0.5,50.6
2025-06-09,57237017101,Glipizide 5mg,chronic,57.0,synthetic,5000,0.5,50.0
2025-06-16,57237017101,Glipizide 5mg,chronic,50.0,synthetic,5000,0.5,49.3
2025-06-23,57237017101,Glipizide 5mg,chronic,61.0,synthetic,5000,0.5,48.1
2025-06-30,57237017101,Glipizide 5mg,chronic,54.0,synthetic,5000,0.5,49.9
2025-01-06,57237018101,Tamsulosin 0.4mg,chronic,51.0,synthetic,5000,0.5,41.5
2025-01-13,57237018101,Tamsulosin 0.4mg,chronic,41.0,synthetic,5000,0.5,40.8
2025-01-20,57237018101,Tamsulosin 0.4mg,chronic,43.0,synthetic,5000,0.5,36.6
2025-01-27,57237018101,Tamsulosin 0.4mg,chronic,42.0,synthetic,5000,0.5,36.9
2025-02-03,57237018101,Tamsulosin 0.4mg,chronic,42.0,synthetic,5000,0.5,39.6
2025-02-10,57237018101,Tamsulosin 0.4mg,chronic,25.0,synthetic,5000,0.5,38.8
2025-02-17,57237018101,Tamsulosin 0.4mg,chronic,37.0,synthetic,5000,0.5,37.7
2025-02-24,57237018101,Tamsulosin 0.4mg,chronic,51.0,synthetic,5000,0.5,37.8
2025-03-03,57237018101,Tamsulosin 0.4mg,chronic,36.0,synthetic,5000,0.5,41.6
2025-03-10,57237018101,Tamsulosin 0.4mg,chronic,37.0,synthetic,5000,0.5,37.1
2025-03-17,57237018101,Tamsulosin 0.4mg,chronic,55.0,synthetic,5000,0.5,42.2
2025-03-24,57237018101,Tamsulosin 0.4mg,chronic,47.0,synthetic,5000,0.5,36.3
2025-03-31,57237018101,Tamsulosin 0.4mg,chronic,50.0,synthetic,5000,0.5,38.1
2025-04-07,57237018101,Tamsulosin 0.4mg,chronic,54.0,synthetic,5000,0.5,38.8
2025-04-14,57237018101,Tamsulosin 0.4mg,chronic,47.0,synthetic,5000,0.5,37.7
2025-04-21,57237018101,Tamsulosin 0.4mg,chronic,44.0,synthetic,5000,0.5,38.2
2025-04-28,57237018101,Tamsulosin 0.4mg,chronic,48.0,synthetic,5000,0.5,36.3
2025-05-05,57237018101,Tamsulosin 0.4mg,chronic,47.0,synthetic,5000,0.5,41.0
2025-05-12,57237018101,Tamsulosin 0.4mg,chronic,53.0,synthetic,5000,0.5,36.2
2025-05-19,57237018101,Tamsulosin 0.4mg,chronic,45.0,synthetic,5000,0.5,41.3
2025-05-26,57237018101,Tamsulosin 0.4mg,chronic,44.0,synthetic,5000,0.5,35.6
2025-06-02,57237018101,Tamsulosin 0.4mg,chronic,54.0,synthetic,5000,0.5,38.1
2025-06-09,57237018101,Tamsulosin 0.4mg,chronic,50.0,synthetic,5000,0.5,38.8
2025-06-16,57237018101,Tamsulosin 0.4mg,chronic,49.0,synthetic,5000,0.5,35.9
2025-06-23,57237018101,Tamsulosin 0.4mg,chronic,44.0,synthetic,5000,0.5,38.6
2025-06-30,57237018101,Tamsulosin 0.4mg,chronic,48.0,synthetic,5000,0.5,33.5
2025-01-06,57237019101,Alendronate 70mg,chronic,26.0,synthetic,5000,0.5,28.3
2025-01-13,57237019101,Alendronate 70mg,chronic,36.0,synthetic,5000,0.5,23.9
2025-01-20,57237019101,Alendronate 70mg,chronic,26.0,synthetic,5000,0.5,26.9
2025-01-27,57237019101,Alendronate 70mg,chronic,23.0,synthetic,5000,0.5,25.8
2025-02-03,57237019101,Alendronate 70mg,chronic,19.0,synthetic,5000,0.5,26.2
2025-02-10,57237019101,Alendronate 70mg,chronic,29.0,synthetic,5000,0.5,25.9
2025-02-17,57237019101,Alendronate 70mg,chronic,33.0,synthetic,5000,0.5,24.4
2025-02-24,57237019101,Alendronate 70mg,chronic,36.0,synthetic,5000,0.5,26.7
2025-03-03,57237019101,Alendronate 70mg,chronic,29.0,synthetic,5000,0.5,25.5
2025-03-10,57237019101,Alendronate 70mg,chronic,22.0,synthetic,5000,0.5,24.9
2025-03-17,57237019101,Alendronate 70mg,chronic,23.0,synthetic,5000,0.5,26.0
2025-03-24,57237019101,Alendronate 70mg,chronic,32.0,synthetic,5000,0.5,24.0
2025-03-31,57237019101,Alendronate 70mg,chronic,30.0,synthetic,5000,0.5,24.5
2025-04-07,57237019101,Alendronate 70mg,chronic,22.0,synthetic,5000,0.5,25.2
2025-04-14,57237019101,Alendronate 70mg,chronic,30.0,synthetic,5000,0.5,23.4
2025-04-21,57237019101,Alendronate 70mg,chronic,29.0,synthetic,5000,0.5,24.5
2025-04-28,57237019101,Alendronate 70mg,chronic,29.0,synthetic,5000,0.5,24.5
2025-05-05,57237019101,Alendronate 70mg,chronic,36.0,synthetic,5000,0.5,24.0
2025-05-12,57237019101,Alendronate 70mg,chronic,33.0,synthetic,5000,0.5,24.6
2025-05-19,57237019101,Alendronate 70mg,chronic,29.0,synthetic,5000,0.5,24.6
2025-05-26,57237019101,Alendronate 70mg,chronic,36.0,synthetic,5000,0.5,24.3
2025-06-02,57237019101,Alendronate 70mg,chronic,38.0,synthetic,5000,0.5,24.3
2025-06-09,57237019101,Alendronate 70mg,chronic,23.0,synthetic,5000,0.5,24.0
2025-06-16,57237019101,Alendronate 70mg,chronic,34.0,synthetic,5000,0.5,24.1
2025-06-23,57237019101,Alendronate 70mg,chronic,28.0,synthetic,5000,0.5,24.1
2025-06-30,57237019101,Alendronate 70mg,chronic,37.0,synthetic,5000,0.5,23.7
2025-01-06,57237020101,Amoxicillin 500mg,seasonal,70.0,synthetic,5000,0.5,78.5
2025-01-13,57237020101,Amoxicillin 500mg,seasonal,71.0,synthetic,5000,0.5,1.0
2025-01-20,57237020101,Amoxicillin 500mg,seasonal,75.0,synthetic,5000,0.5,70.2
2025-01-27,57237020101,Amoxicillin 500mg,seasonal,59.0,synthetic,5000,0.5,55.8
2025-02-03,57237020101,Amoxicillin 500mg,seasonal,61.0,synthetic,5000,0.5,17.7
2025-02-10,57237020101,Amoxicillin 500mg,seasonal,74.0,synthetic,5000,0.5,62.3
2025-02-17,57237020101,Amoxicillin 500mg,seasonal,62.0,synthetic,5000,0.5,50.4
2025-02-24,57237020101,Amoxicillin 500mg,seasonal,65.0,synthetic,5000,0.5,30.4
2025-03-03,57237020101,Amoxicillin 500mg,seasonal,53.0,synthetic,5000,0.5,61.9
2025-03-10,57237020101,Amoxicillin 500mg,seasonal,38.0,synthetic,5000,0.5,40.6
2025-03-17,57237020101,Amoxicillin 500mg,seasonal,51.0,synthetic,5000,0.5,41.5
2025-03-24,57237020101,Amoxicillin 500mg,seasonal,40.0,synthetic,5000,0.5,49.1
2025-03-31,57237020101,Amoxicillin 500mg,seasonal,36.0,synthetic,5000,0.5,37.1
2025-04-07,57237020101,Amoxicillin 500mg,seasonal,52.0,synthetic,5000,0.5,36.4
2025-04-14,57237020101,Amoxicillin 500mg,seasonal,38.0,synthetic,5000,0.5,48.0
2025-04-21,57237020101,Amoxicillin 500mg,seasonal,42.0,synthetic,5000,0.5,45.0
2025-04-28,57237020101,Amoxicillin 500mg,seasonal,48.0,synthetic,5000,0.5,39.5
2025-05-05,57237020101,Amoxicillin 500mg,seasonal,28.0,synthetic,5000,0.5,48.2
2025-05-12,57237020101,Amoxicillin 500mg,seasonal,30.0,synthetic,5000,0.5,40.8
2025-05-19,57237020101,Amoxicillin 500mg,seasonal,33.0,synthetic,5000,0.5,48.1
2025-05-26,57237020101,Amoxicillin 500mg,seasonal,38.0,synthetic,5000,0.5,46.1
2025-06-02,57237020101,Amoxicillin 500mg,seasonal,33.0,synthetic,5000,0.5,43.1
2025-06-09,57237020101,Amoxicillin 500mg,seasonal,31.0,synthetic,5000,0.5,44.5
2025-06-16,57237020101,Amoxicillin 500mg,seasonal,27.0,synthetic,5000,0.5,45.9
2025-06-23,57237020101,Amoxicillin 500mg,seasonal,38.0,synthetic,5000,0.5,44.4
2025-06-30,57237020101,Amoxicillin 500mg,seasonal,34.0,synthetic,5000,0.5,40.1
2025-01-06,57237020201,Amoxicillin 875mg,seasonal,36.0,synthetic,5000,0.5,48.6
2025-01-13,57237020201,Amoxicillin 875mg,seasonal,47.0,synthetic,5000,0.5,36.2
2025-01-20,57237020201,Amoxicillin 875mg,seasonal,35.0,synthetic,5000,0.5,40.7
2025-01-27,57237020201,Amoxicillin 875mg,seasonal,44.0,synthetic,5000,0.5,43.8
2025-02-03,57237020201,Amoxicillin 875mg,seasonal,41.0,synthetic,5000,0.5,41.4
2025-02-10,57237020201,Amoxicillin 875mg,seasonal,42.0,synthetic,5000,0.5,42.4
2025-02-17,57237020201,Amoxicillin 875mg,seasonal,35.0,synthetic,5000,0.5,43.9
2025-02-24,57237020201,Amoxicillin 875mg,seasonal,31.0,synthetic,5000,0.5,31.8
2025-03-03,57237020201,Amoxicillin 875mg,seasonal,42.0,synthetic,5000,0.5,44.5
2025-03-10,57237020201,Amoxicillin 875mg,seasonal,33.0,synthetic,5000,0.5,39.4
2025-03-17,57237020201,Amoxicillin 875mg,seasonal,24.0,synthetic,5000,0.5,31.4
2025-03-24,57237020201,Amoxicillin 875mg,seasonal,20.0,synthetic,5000,0.5,39.7
2025-03-31,57237020201,Amoxicillin 875mg,seasonal,33.0,synthetic,5000,0.5,33.1
2025-04-07,57237020201,Amoxicillin 875mg,seasonal,25.0,synthetic,5000,0.5,36.6
2025-04-14,57237020201,Amoxicillin 875mg,seasonal,21.0,synthetic,5000,0.5,34.2
2025-04-21,57237020201,Amoxicillin 875mg,seasonal,18.0,synthetic,5000,0.5,32.3
2025-04-28,57237020201,Amoxicillin 875mg,seasonal,25.0,synthetic,5000,0.5,30.2
2025-05-05,57237020201,Amoxicillin 875mg,seasonal,25.0,synthetic,5000,0.5,34.4
2025-05-12,57237020201,Amoxicillin 875mg,seasonal,38.0,synthetic,5000,0.5,28.6
2025-05-19,57237020201,Amoxicillin 875mg,seasonal,20.0,synthetic,5000,0.5,31.2
2025-05-26,57237020201,Amoxicillin 875mg,seasonal,24.0,synthetic,5000,0.5,32.3
2025-06-02,57237020201,Amoxicillin 875mg,seasonal,21.0,synthetic,5000,0.5,31.0
2025-06-09,57237020201,Amoxicillin 875mg,seasonal,14.0,synthetic,5000,0.5,32.2
2025-06-16,57237020201,Amoxicillin 875mg,seasonal,25.0,synthetic,5000,0.5,31.1
2025-06-23,57237020201,Amoxicillin 875mg,seasonal,24.0,synthetic,5000,0.5,29.2
2025-06-30,57237020201,Amoxicillin 875mg,seasonal,21.0,synthetic,5000,0.5,30.3
2025-01-06,57237021101,Azithromycin 250mg,seasonal,35.0,synthetic,5000,0.5,33.8
2025-01-13,57237021101,Azithromycin 250mg,seasonal,41.0,synthetic,5000,0.5,29.6
2025-01-20,57237021101,Azithromycin 250mg,seasonal,22.0,synthetic,5000,0.5,30.3
2025-01-27,57237021101,Azithromycin 250mg,seasonal,42.0,synthetic,5000,0.5,27.7
2025-02-03,57237021101,Azithromycin 250mg,seasonal,29.0,synthetic,5000,0.5,30.8
2025-02-10,57237021101,Azithromycin 250mg,seasonal,24.0,synthetic,5000,0.5,28.7
2025-02-17,57237021101,Azithromycin 250mg,seasonal,34.0,synthetic,5000,0.5,28.5
2025-02-24,57237021101,Azithromycin 250mg,seasonal,30.0,synthetic,5000,0.5,29.0
2025-03-03,57237021101,Azithromycin 250mg,seasonal,25.0,synthetic,5000,0.5,27.8
2025-03-10,57237021101,Azithromycin 250mg,seasonal,20.0,synthetic,5000,0.5,27.3
2025-03-17,57237021101,Azithromycin 250mg,seasonal,20.0,synthetic,5000,0.5,28.3
2025-03-24,57237021101,Azithromycin 250mg,seasonal,21.0,synthetic,5000,0.5,26.1
2025-03-31,57237021101,Azithromycin 250mg,seasonal,19.0,synthetic,5000,0.5,27.1
2025-04-07,57237021101,Azithromycin 250mg,seasonal,17.0,synthetic,5000,0.5,27.0
2025-04-14,57237021101,Azithromycin 250mg,seasonal,35.0,synthetic,5000,0.5,25.9
2025-04-21,57237021101,Azithromycin 250mg,seasonal,19.0,synthetic,5000,0.5,27.5
2025-04-28,57237021101,Azithromycin 250mg,seasonal,23.0,synthetic,5000,0.5,25.3
2025-05-05,57237021101,Azithromycin 250mg,seasonal,20.0,synthetic,5000,0.5,25.3
2025-05-12,57237021101,Azithromycin 250mg,seasonal,16.0,synthetic,5000,0.5,25.6
2025-05-19,57237021101,Azithromycin 250mg,seasonal,20.0,synthetic,5000,0.5,26.1
2025-05-26,57237021101,Azithromycin 250mg,seasonal,10.0,synthetic,5000,0.5,25.8
2025-06-02,57237021101,Azithromycin 250mg,seasonal,16.0,synthetic,5000,0.5,25.8
2025-06-09,57237021101,Azithromycin 250mg,seasonal,17.0,synthetic,5000,0.5,25.2
2025-06-16,57237021101,Azithromycin 250mg,seasonal,13.0,synthetic,5000,0.5,25.4
2025-06-23,57237021101,Azithromycin 250mg,seasonal,22.0,synthetic,5000,0.5,24.9
2025-06-30,57237021101,Azithromycin 250mg,seasonal,11.0,synthetic,5000,0.5,24.9
2025-01-06,57237022101,Albuterol Inhaler,seasonal,79.0,synthetic,5000,0.5,93.9
2025-01-13,57237022101,Albuterol Inhaler,seasonal,96.0,synthetic,5000,0.5,6.6
2025-01-20,57237022101,Albuterol Inhaler,seasonal,102.0,synthetic,5000,0.5,99.9
2025-01-27,57237022101,Albuterol Inhaler,seasonal,98.0,synthetic,5000,0.5,92.8
2025-02-03,57237022101,Albuterol Inhaler,seasonal,60.0,synthetic,5000,0.5,23.3
2025-02-10,57237022101,Albuterol Inhaler,seasonal,95.0,synthetic,5000,0.5,90.0
2025-02-17,57237022101,Albuterol Inhaler,seasonal,94.0,synthetic,5000,0.5,79.6
2025-02-24,57237022101,Albuterol Inhaler,seasonal,78.0,synthetic,5000,0.5,38.1
2025-03-03,57237022101,Albuterol Inhaler,seasonal,65.0,synthetic,5000,0.5,89.8
2025-03-10,57237022101,Albuterol Inhaler,seasonal,68.0,synthetic,5000,0.5,63.1
2025-03-17,57237022101,Albuterol Inhaler,seasonal,74.0,synthetic,5000,0.5,49.5
2025-03-24,57237022101,Albuterol Inhaler,seasonal,59.0,synthetic,5000,0.5,71.9
2025-03-31,57237022101,Albuterol Inhaler,seasonal,57.0,synthetic,5000,0.5,49.1
2025-04-07,57237022101,Albuterol Inhaler,seasonal,54.0,synthetic,5000,0.5,51.3
2025-04-14,57237022101,Albuterol Inhaler,seasonal,36.0,synthetic,5000,0.5,71.8
2025-04-21,57237022101,Albuterol Inhaler,seasonal,69.0,synthetic,5000,0.5,67.1
2025-04-28,57237022101,Albuterol Inhaler,seasonal,53.0,synthetic,5000,0.5,61.0
2025-05-05,57237022101,Albuterol Inhaler,seasonal,45.0,synthetic,5000,0.5,67.7
2025-05-12,57237022101,Albuterol Inhaler,seasonal,49.0,synthetic,5000,0.5,59.0
2025-05-19,57237022101,Albuterol Inhaler,seasonal,37.0,synthetic,5000,0.5,72.8
2025-05-26,57237022101,Albuterol Inhaler,seasonal,40.0,synthetic,5000,0.5,67.3
2025-06-02,57237022101,Albuterol Inhaler,seasonal,37.0,synthetic,5000,0.5,65.8
2025-06-09,57237022101,Albuterol Inhaler,seasonal,55.0,synthetic,5000,0.5,66.4
2025-06-16,57237022101,Albuterol Inhaler,seasonal,33.0,synthetic,5000,0.5,61.4
2025-06-23,57237022101,Albuterol Inhaler,seasonal,44.0,synthetic,5000,0.5,67.6
2025-06-30,57237022101,Albuterol Inhaler,seasonal,63.0,synthetic,5000,0.5,57.6
2025-01-06,57237023101,Oseltamivir 75mg,seasonal,21.0,synthetic,5000,0.5,25.9
2025-01-13,57237023101,Oseltamivir 75mg,seasonal,34.0,synthetic,5000,0.5,21.5
2025-01-20,57237023101,Oseltamivir 75mg,seasonal,19.0,synthetic,5000,0.5,29.2
2025-01-27,57237023101,Oseltamivir 75mg,seasonal,30.0,synthetic,5000,0.5,20.1
2025-02-03,57237023101,Oseltamivir 75mg,seasonal,23.0,synthetic,5000,0.5,23.2
2025-02-10,57237023101,Oseltamivir 75mg,seasonal,21.0,synthetic,5000,0.5,29.6
2025-02-17,57237023101,Oseltamivir 75mg,seasonal,18.0,synthetic,5000,0.5,23.7
2025-02-24,57237023101,Oseltamivir 75mg,seasonal,15.0,synthetic,5000,0.5,22.6
2025-03-03,57237023101,Oseltamivir 75mg,seasonal,20.0,synthetic,5000,0.5,29.3
2025-03-10,57237023101,Oseltamivir 75mg,seasonal,13.0,synthetic,5000,0.5,23.9
2025-03-17,57237023101,Oseltamivir 75mg,seasonal,14.0,synthetic,5000,0.5,24.3
2025-03-24,57237023101,Oseltamivir 75mg,seasonal,15.0,synthetic,5000,0.5,26.0
2025-03-31,57237023101,Oseltamivir 75mg,seasonal,14.0,synthetic,5000,0.5,22.9
2025-04-07,57237023101,Oseltamivir 75mg,seasonal,13.0,synthetic,5000,0.5,24.5
2025-04-14,57237023101,Oseltamivir 75mg,seasonal,19.0,synthetic,5000,0.5,23.5
2025-04-21,57237023101,Oseltamivir 75mg,seasonal,12.0,synthetic,5000,0.5,23.5
2025-04-28,57237023101,Oseltamivir 75mg,seasonal,13.0,synthetic,5000,0.5,24.3
2025-05-05,57237023101,Oseltamivir 75mg,seasonal,13.0,synthetic,5000,0.5,24.3
2025-05-12,57237023101,Oseltamivir 75mg,seasonal,19.0,synthetic,5000,0.5,23.6
2025-05-19,57237023101,Oseltamivir 75mg,seasonal,12.0,synthetic,5000,0.5,24.1
2025-05-26,57237023101,Oseltamivir 75mg,seasonal,15.0,synthetic,5000,0.5,23.9
2025-06-02,57237023101,Oseltamivir 75mg,seasonal,13.0,synthetic,5000,0.5,23.9
2025-06-09,57237023101,Oseltamivir 75mg,seasonal,14.0,synthetic,5000,0.5,23.7
